,Nose_Neck_MidHip,RShoulder_Neck_MidHip,LShoulder_Neck_MidHip,RElbow_RShoulder_Neck,LElbow_LShoulder_Neck,RWrist_RElbow_RShoulder,LWrist_LElbow_LShoulder,RHip_MidHip_Neck,LHip_MidHip_Neck,RKnee_RHip_MidHip,LKnee_LHip_MidHip,RAnkle_RKnee_RHip,LAnkle_LKnee_LHip
Pierre-Paul Prud'hon_70187_keypoints.npy_70187_1_m,3.0608105659484863,-1.4130098819732666,1.729411005973816,-1.789859414100647,0.8774171471595764,1.3032187223434448,1.7753448486328125,1.4993181228637695,-1.5977360010147095,-1.3100155591964722,1.5079612731933594,-2.9569873809814453,-2.4860849380493164
Pierre-Paul Prud'hon_99222_keypoints.npy_99222_1_f,-2.4470179080963135,-1.5941184759140015,1.5479891300201416,-2.7870960235595703,1.7804841995239258,0.998818039894104,3.0432233810424805,1.5807970762252808,-1.5613203048706055,-1.4586055278778076,1.4562681913375854,3.072824716567993,-3.084198236465454
Pierre-Paul Prud'hon_66812_keypoints.npy_66812_1_f,-2.285290002822876,2.100874423980713,-1.124060034751892,5e-324,-2.710659980773926,5e-324,2.842905282974243,-1.5842864513397217,2.3288021087646484,0.8307226300239563,2.981642723083496,-2.5901691913604736,-2.008836507797241
Pierre-Paul Prud'hon_88870_keypoints.npy_88870_1_f,-2.4470179080963135,-1.5941184759140015,1.5479891300201416,-2.7870960235595703,1.7804841995239258,0.998818039894104,3.0432233810424805,1.5807970762252808,-1.5613203048706055,-1.4586055278778076,1.4562681913375854,3.072824716567993,-3.084198236465454
Pierre-Paul Prud'hon_48529_keypoints.npy_48529_1_m,2.064570188522339,-1.3867915868759155,1.786663293838501,-1.8477975130081177,2.4779069423675537,3.073430061340332,-0.8433251976966858,1.5665464401245117,-1.5336995124816895,-1.2869728803634644,1.6617408990859985,3.0302183628082275,2.8071632385253906
Pierre-Paul Prud'hon_76784_keypoints.npy_76784_1_f,2.4953088760375977,-1.5479073524475098,1.5993170738220215,-2.6110117435455322,0.36708134412765503,5e-324,1.9669212102890015,1.4205830097198486,-1.6310014724731445,-1.3746721744537354,1.4745862483978271,-2.919494867324829,-2.7886300086975098
Pierre-Paul Prud'hon_14259_keypoints.npy_14259_1_f,1.9088354110717773,1.2280068397521973,-1.8522857427597046,2.144001007080078,-1.7376245260238647,2.7468974590301514,-1.3840043544769287,-1.6685317754745483,1.5389184951782227,1.3846615552902222,-1.4638618230819702,3.0920310020446777,5e-324
Pierre-Paul Prud'hon_51781_keypoints.npy_51781_1_f,-2.1781795024871826,2.3490543365478516,-0.9378321170806885,0.18426692485809326,-2.8281469345092773,5e-324,2.8803751468658447,1.1415586471557617,-2.342391014099121,-1.5916273593902588,1.482542872428894,-2.9660165309906006,-2.0635528564453125
Pierre-Paul Prud'hon_86828_keypoints.npy_86828_1_f,2.4607937335968018,-1.7471508979797363,1.3297228813171387,-2.2227511405944824,2.021733045578003,-2.5617175102233887,-0.8633395433425903,1.452458381652832,-1.6340243816375732,-1.5033479928970337,1.3648202419281006,2.587167739868164,3.0820817947387695
Pierre-Paul Prud'hon_55635_keypoints.npy_55635_1_f,2.3961451053619385,-1.5978986024856567,1.5098146200180054,-1.640622615814209,1.8184070587158203,-0.186152845621109,3.1068921089172363,1.456173300743103,-1.686218500137329,2.944901466369629,0.6209500432014465,-1.161149501800537,-2.2420530319213867
Pierre-Paul Prud'hon_64096_keypoints.npy_64096_1_m,3.1181790828704834,-1.2617311477661133,1.8446985483169556,-1.9036316871643066,-2.3857336044311523,2.9475200176239014,-2.492271661758423,1.626135230064392,-1.4541137218475342,-1.4503892660140991,1.4019279479980469,3.034867286682129,-3.0764567852020264
Pierre-Paul Prud'hon_81561_keypoints.npy_81561_1_m,-2.3498806953430176,-1.526535987854004,1.5807424783706665,5e-324,-2.1214590072631836,5e-324,-2.893939971923828,1.4797590970993042,-1.5487154722213745,-1.3530607223510742,1.4411925077438354,3.1304826736450195,2.7662100791931152
